#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C),Host Connected,End of File
7341,04/23/2022 20:01:58,19.72,26.57,-0.01,,
7342,04/23/2022 20:06:58,19.38,26.97,-0.10,,
7343,04/23/2022 20:11:58,19.02,26.99,-0.39,,
7344,04/23/2022 20:16:58,18.79,27.87,-0.15,,
7345,04/23/2022 20:21:58,18.33,29.80,0.37,,
7346,04/23/2022 20:26:58,17.90,30.80,0.46,,
7347,04/23/2022 20:31:58,17.48,31.71,0.50,,
7348,04/23/2022 20:36:58,17.01,33.96,1.03,,
7349,04/23/2022 20:41:58,16.63,34.50,0.92,,
7350,04/23/2022 20:46:58,16.29,35.92,1.18,,
7351,04/23/2022 20:51:58,16.15,34.45,0.47,,
7352,04/23/2022 20:56:58,16.18,34.82,0.65,,
7353,04/23/2022 21:01:58,15.90,35.60,0.71,,
7354,04/23/2022 21:06:58,15.86,35.27,0.54,,
7355,04/23/2022 21:11:58,15.83,35.31,0.53,,
7356,04/23/2022 21:16:58,15.76,35.49,0.54,,
7357,04/23/2022 21:21:58,15.53,37.18,0.98,,
7358,04/23/2022 21:26:58,15.37,36.30,0.50,,
7359,04/23/2022 21:31:58,15.23,38.98,1.37,,
7360,04/23/2022 21:36:58,15.02,38.19,0.90,,
7361,04/23/2022 21:41:58,15.02,38.03,0.84,,
7362,04/23/2022 21:46:58,15.07,38.01,0.88,,
7363,04/23/2022 21:51:58,14.86,38.65,0.92,,
7364,04/23/2022 21:56:58,14.69,38.88,0.85,,
7365,04/23/2022 22:01:58,14.51,39.29,0.83,,
7366,04/23/2022 22:06:58,14.14,44.38,2.20,,
7367,04/23/2022 22:11:58,13.61,45.89,2.19,,
7368,04/23/2022 22:16:58,13.03,47.84,2.24,,
7369,04/23/2022 22:21:58,12.73,47.34,1.81,,
7370,04/23/2022 22:26:58,12.52,47.46,1.67,,
7371,04/23/2022 22:31:58,12.65,46.36,1.46,,
7372,04/23/2022 22:36:58,12.74,46.76,1.65,,
7373,04/23/2022 22:41:58,12.70,47.77,1.91,,
7374,04/23/2022 22:46:58,12.57,49.18,2.20,,
7375,04/23/2022 22:51:58,12.26,51.72,2.62,,
7376,04/23/2022 22:56:58,12.02,54.06,3.03,,
7377,04/23/2022 23:01:58,11.75,55.26,3.09,,
7378,04/23/2022 23:06:58,11.59,56.70,3.30,,
7379,04/23/2022 23:11:58,11.54,54.99,2.82,,
7380,04/23/2022 23:16:58,11.68,53.24,2.49,,
7381,04/23/2022 23:21:58,11.87,52.55,2.49,,
7382,04/23/2022 23:26:58,11.77,52.18,2.30,,
7383,04/23/2022 23:31:58,11.90,50.75,2.03,,
7384,04/23/2022 23:36:58,11.86,50.63,1.96,,
7385,04/23/2022 23:41:58,11.97,49.97,1.87,,
7386,04/23/2022 23:46:58,11.93,49.58,1.73,,
7387,04/23/2022 23:51:58,11.89,51.08,2.11,,
7388,04/23/2022 23:56:58,11.97,49.64,1.78,,
7389,04/24/2022 00:01:58,11.94,50.10,1.89,,
7390,04/24/2022 00:06:58,11.83,48.79,1.41,,
7391,04/24/2022 00:11:58,11.61,50.09,1.58,,
7392,04/24/2022 00:16:58,11.53,50.03,1.48,,
7393,04/24/2022 00:21:58,11.55,50.26,1.57,,
7394,04/24/2022 00:26:58,11.58,48.49,1.10,,
7395,04/24/2022 00:31:58,11.64,47.96,1.00,,
7396,04/24/2022 00:36:58,11.44,49.36,1.22,,
7397,04/24/2022 00:41:58,11.31,49.39,1.11,,
7398,04/24/2022 00:46:58,11.32,49.05,1.02,,
7399,04/24/2022 00:51:58,11.25,50.34,1.31,,
7400,04/24/2022 00:56:58,11.11,50.36,1.19,,
7401,04/24/2022 01:01:58,11.23,50.47,1.33,,
7402,04/24/2022 01:06:58,11.18,50.56,1.31,,
7403,04/24/2022 01:11:58,11.18,49.91,1.13,,
7404,04/24/2022 01:16:58,11.13,49.99,1.10,,
7405,04/24/2022 01:21:58,11.13,50.49,1.24,,
7406,04/24/2022 01:26:58,11.11,50.63,1.26,,
7407,04/24/2022 01:31:58,11.09,50.66,1.25,,
7408,04/24/2022 01:36:58,11.10,51.10,1.38,,
7409,04/24/2022 01:41:58,11.04,51.65,1.48,,
7410,04/24/2022 01:46:58,10.98,51.57,1.40,,
7411,04/24/2022 01:51:58,10.85,51.58,1.28,,
7412,04/24/2022 01:56:58,10.63,51.81,1.14,,
7413,04/24/2022 02:01:58,10.28,55.03,1.66,,
7414,04/24/2022 02:06:58,9.94,56.52,1.71,,
7415,04/24/2022 02:11:58,9.69,55.80,1.30,,
7416,04/24/2022 02:16:58,9.52,56.38,1.28,,
7417,04/24/2022 02:21:58,9.27,57.68,1.37,,
7418,04/24/2022 02:26:58,9.05,59.55,1.60,,
7419,04/24/2022 02:31:58,8.82,58.59,1.16,,
7420,04/24/2022 02:36:58,8.62,60.00,1.30,,
7421,04/24/2022 02:41:58,8.41,61.96,1.55,,
7422,04/24/2022 02:46:58,8.30,63.35,1.76,,
7423,04/24/2022 02:51:58,8.24,61.97,1.40,,
7424,04/24/2022 02:56:58,8.29,62.47,1.55,,
7425,04/24/2022 03:01:58,8.27,62.51,1.54,,
7426,04/24/2022 03:06:58,8.31,62.80,1.64,,
7427,04/24/2022 03:11:58,8.33,63.75,1.88,,
7428,04/24/2022 03:16:58,8.24,62.29,1.47,,
7429,04/24/2022 03:21:58,8.21,64.38,1.90,,
7430,04/24/2022 03:26:58,8.34,64.89,2.13,,
7431,04/24/2022 03:31:58,8.28,65.27,2.15,,
7432,04/24/2022 03:36:58,8.29,63.97,1.88,,
7433,04/24/2022 03:41:58,8.28,64.60,2.01,,
7434,04/24/2022 03:46:58,8.20,65.00,2.02,,
7435,04/24/2022 03:51:58,8.08,63.43,1.57,,
7436,04/24/2022 03:56:58,7.96,65.87,1.97,,
7437,04/24/2022 04:01:58,7.94,65.46,1.88,,
7438,04/24/2022 04:06:58,8.04,64.35,1.73,,
7439,04/24/2022 04:11:58,8.16,64.52,1.88,,
7440,04/24/2022 04:16:58,8.34,62.24,1.55,,
7441,04/24/2022 04:21:58,8.72,60.15,1.43,,
7442,04/24/2022 04:26:58,8.95,60.16,1.65,,
7443,04/24/2022 04:31:58,8.89,59.75,1.50,,
7444,04/24/2022 04:36:58,9.07,58.79,1.44,,
7445,04/24/2022 04:41:58,8.97,59.75,1.58,,
7446,04/24/2022 04:46:58,8.98,58.61,1.32,,
7447,04/24/2022 04:51:58,9.26,57.70,1.36,,
7448,04/24/2022 04:56:58,9.49,56.53,1.29,,
7449,04/24/2022 05:01:58,9.46,57.22,1.43,,
7450,04/24/2022 05:06:58,9.34,58.00,1.51,,
7451,04/24/2022 05:11:58,9.19,57.99,1.36,,
7452,04/24/2022 05:16:58,9.03,58.52,1.34,,
7453,04/24/2022 05:21:58,8.76,60.61,1.58,,
7454,04/24/2022 05:26:58,8.53,60.90,1.43,,
7455,04/24/2022 05:31:58,8.28,61.34,1.29,,
7456,04/24/2022 05:36:58,8.06,63.61,1.59,,
7457,04/24/2022 05:41:58,7.92,62.83,1.29,,
7458,04/24/2022 05:46:58,8.04,63.32,1.51,,
7459,04/24/2022 05:51:58,7.98,62.34,1.23,,
7460,04/24/2022 05:56:58,7.78,62.79,1.14,,
7461,04/24/2022 06:01:58,8.26,60.41,1.05,,
7462,04/24/2022 06:06:58,8.67,58.86,1.09,,
7463,04/24/2022 06:11:58,9.59,57.40,1.59,,
7464,04/24/2022 06:16:58,9.83,56.17,1.52,,
7465,04/24/2022 06:21:58,9.82,56.50,1.59,,
7466,04/24/2022 06:26:58,9.74,57.59,1.78,,
7467,04/24/2022 06:31:58,9.55,58.45,1.82,,
7468,04/24/2022 06:36:58,9.72,56.76,1.57,,
7469,04/24/2022 06:41:58,10.18,55.89,1.77,,
7470,04/24/2022 06:46:58,10.21,55.46,1.70,,
7471,04/24/2022 06:51:58,10.22,55.53,1.72,,
7472,04/24/2022 06:56:58,10.33,55.89,1.91,,
7473,04/24/2022 07:01:58,10.42,56.25,2.09,,
7474,04/24/2022 07:06:58,10.58,57.33,2.51,,
7475,04/24/2022 07:11:58,10.57,57.98,2.66,,
7476,04/24/2022 07:16:58,10.68,56.73,2.45,,
7477,04/24/2022 07:21:58,10.84,56.95,2.66,,
7478,04/24/2022 07:26:58,11.08,55.44,2.50,,
7479,04/24/2022 07:31:58,11.27,56.15,2.86,,
7480,04/24/2022 07:36:58,11.52,56.71,3.23,,
7481,04/24/2022 07:41:58,11.94,55.18,3.25,,
7482,04/24/2022 07:46:58,12.50,53.06,3.21,,
7483,04/24/2022 07:51:58,12.90,52.75,3.50,,
7484,04/24/2022 07:56:58,13.31,52.21,3.73,,
7485,04/24/2022 08:01:58,13.79,49.98,3.55,,
7486,04/24/2022 08:06:58,14.32,50.50,4.19,,
7487,04/24/2022 08:11:58,14.78,49.31,4.27,,
7488,04/24/2022 08:16:58,15.21,49.45,4.71,,
7489,04/24/2022 08:21:58,15.63,46.91,4.35,,
7490,04/24/2022 08:26:58,16.12,47.85,5.07,,
7491,04/24/2022 08:31:58,16.51,46.67,5.08,,
7492,04/24/2022 08:36:58,16.90,45.16,4.96,,
7493,04/24/2022 08:41:58,17.23,42.92,4.53,,
7494,04/24/2022 08:46:58,17.26,41.88,4.21,,
7495,04/24/2022 08:51:58,17.23,43.57,4.74,,
7496,04/24/2022 08:56:58,17.44,42.40,4.54,,
7497,04/24/2022 09:01:58,17.97,43.58,5.42,,
7498,04/24/2022 09:06:58,18.30,41.65,5.07,,
7499,04/24/2022 09:11:58,18.27,41.70,5.06,,
7500,04/24/2022 09:16:58,18.64,41.19,5.21,,
7501,04/24/2022 09:21:58,18.88,41.68,5.60,,
7502,04/24/2022 09:26:58,19.23,40.52,5.50,,
7503,04/24/2022 09:31:58,19.47,38.86,5.12,,
7504,04/24/2022 09:36:58,19.36,40.47,5.60,,
7505,04/24/2022 09:41:58,20.04,38.85,5.62,,
7506,04/24/2022 09:46:58,20.61,37.97,5.80,,
7507,04/24/2022 09:51:58,21.23,36.89,5.93,,
7508,04/24/2022 09:56:58,21.61,35.71,5.80,,
7509,04/24/2022 10:01:58,21.94,35.09,5.84,,
7510,04/24/2022 10:06:58,22.32,33.98,5.70,,
7511,04/24/2022 10:11:58,22.56,35.14,6.41,,
7512,04/24/2022 10:16:58,22.91,34.10,6.27,,
7513,04/24/2022 10:21:58,23.26,32.13,5.72,,
7514,04/24/2022 10:26:58,22.72,32.94,5.61,,
7515,04/24/2022 10:31:58,22.94,31.69,5.24,,
7516,04/24/2022 10:36:58,22.67,32.79,5.50,,
7517,04/24/2022 10:41:58,23.21,33.18,6.14,,
7518,04/24/2022 10:46:58,23.96,30.67,5.65,,
7519,04/24/2022 10:51:58,24.10,30.33,5.61,,
7520,04/24/2022 10:56:58,24.04,30.33,5.57,,
7521,04/24/2022 11:01:58,24.32,30.19,5.74,,
7522,04/24/2022 11:06:58,24.31,29.40,5.35,,
7523,04/24/2022 11:11:58,24.69,28.54,5.25,,
7524,04/24/2022 11:16:58,24.54,28.73,5.21,,
7525,04/24/2022 11:21:58,25.09,28.99,5.82,,
7526,04/24/2022 11:26:58,25.06,27.85,5.22,,
7527,04/24/2022 11:31:58,25.35,26.87,4.95,,
7528,04/24/2022 11:36:58,25.87,26.76,5.33,,
7529,04/24/2022 11:41:58,26.01,27.65,5.92,,
7530,04/24/2022 11:46:58,26.40,27.34,6.10,,
7531,04/24/2022 11:51:58,26.84,27.06,6.32,,
7532,04/24/2022 11:56:58,27.02,25.92,5.86,,
7533,04/24/2022 12:01:58,27.29,25.40,5.79,,
7534,04/24/2022 12:06:58,27.29,24.87,5.48,,
7535,04/24/2022 12:11:58,27.46,25.45,5.96,,
7536,04/24/2022 12:16:58,27.61,25.60,6.17,,
7537,04/24/2022 12:21:58,27.85,24.53,5.76,,
7538,04/24/2022 12:26:58,27.95,25.65,6.48,,
7539,04/24/2022 12:31:58,28.20,24.10,5.80,,
7540,04/24/2022 12:36:58,28.42,24.24,6.06,,
7541,04/24/2022 12:41:58,28.25,24.67,6.17,,
7542,04/24/2022 12:46:58,28.10,25.19,6.35,,
7543,04/24/2022 12:51:58,28.12,24.18,5.77,,
7544,04/24/2022 12:56:58,28.04,24.70,6.02,,
7545,04/24/2022 13:01:58,28.34,21.71,4.42,,
7546,04/24/2022 13:06:58,28.32,23.56,5.57,,
7547,04/24/2022 13:11:58,28.69,22.43,5.16,,
7548,04/24/2022 13:16:58,28.50,22.66,5.16,,
7549,04/24/2022 13:21:58,29.07,21.86,5.12,,
7550,04/24/2022 13:26:58,28.62,23.10,5.53,,
7551,04/24/2022 13:31:58,28.67,23.70,5.95,,
7552,04/24/2022 13:36:58,29.06,22.26,5.37,,
7553,04/24/2022 13:41:58,29.20,23.45,6.24,,
7554,04/24/2022 13:46:58,29.47,23.00,6.18,,
7555,04/24/2022 13:51:58,29.50,22.28,5.75,,
7556,04/24/2022 13:56:58,29.90,22.15,5.99,,
7557,04/24/2022 14:01:58,30.07,22.06,6.08,,
7558,04/24/2022 14:06:58,30.16,22.16,6.21,,
7559,04/24/2022 14:11:58,30.47,22.13,6.45,,
7560,04/24/2022 14:16:58,30.61,22.06,6.52,,
7561,04/24/2022 14:21:58,30.55,21.58,6.16,,
7562,04/24/2022 14:26:58,30.19,21.27,5.65,,
7563,04/24/2022 14:31:58,29.86,22.10,5.92,,
7564,04/24/2022 14:36:58,29.49,21.88,5.48,,
7565,04/24/2022 14:41:58,29.65,22.12,5.77,,
7566,04/24/2022 14:46:58,30.00,22.45,6.27,,
7567,04/24/2022 14:51:58,29.28,22.44,5.66,,
7568,04/24/2022 14:56:58,29.46,21.84,5.43,,
7569,04/24/2022 15:01:58,29.80,21.49,5.48,,
7570,04/24/2022 15:06:58,29.95,21.88,5.86,,
7571,04/24/2022 15:11:58,29.90,21.45,5.53,,
7572,04/24/2022 15:16:58,29.74,23.00,6.40,,
7573,04/24/2022 15:21:58,29.86,22.58,6.23,,
7574,04/24/2022 15:26:58,30.18,22.44,6.41,,
7575,04/24/2022 15:31:58,30.03,22.59,6.39,,
7576,04/24/2022 15:36:58,29.89,22.87,6.45,,
7577,04/24/2022 15:41:58,30.15,23.69,7.18,,
7578,04/24/2022 15:46:58,29.76,23.21,6.55,,
7579,04/24/2022 15:51:58,29.73,23.51,6.71,,
7580,04/24/2022 15:56:58,29.96,22.76,6.44,,
7581,04/24/2022 16:01:58,29.79,22.79,6.32,,
7582,04/24/2022 16:06:58,29.43,24.37,6.99,,
7583,04/24/2022 16:11:58,29.46,23.79,6.66,,
7584,04/24/2022 16:16:58,29.22,23.28,6.15,,
7585,04/24/2022 16:21:58,29.42,24.33,6.95,,
7586,04/24/2022 16:26:58,29.75,24.45,7.30,,
7587,04/24/2022 16:31:58,29.71,25.35,7.80,,
7588,04/24/2022 16:36:58,29.57,24.90,7.42,,
7589,04/24/2022 16:41:58,29.23,24.92,7.15,,
7590,04/24/2022 16:46:58,29.32,24.66,7.07,,
7591,04/24/2022 16:51:58,29.45,25.92,7.91,,
7592,04/24/2022 16:56:58,28.90,26.78,7.92,,
7593,04/24/2022 17:01:58,28.99,26.24,7.70,,
7594,04/24/2022 17:06:58,29.11,26.20,7.78,,
7595,04/24/2022 17:11:58,28.99,27.01,8.12,,
7596,04/24/2022 17:16:58,28.85,27.30,8.16,,
7597,04/24/2022 17:21:58,28.61,27.96,8.31,,
7598,04/24/2022 17:26:58,28.37,28.22,8.24,,
7599,04/24/2022 17:31:58,28.23,28.58,8.31,,
7600,04/24/2022 17:36:58,28.27,29.46,8.79,,
7601,04/24/2022 17:41:58,28.29,28.11,8.12,,
7602,04/24/2022 17:46:58,28.04,29.86,8.79,,
7603,04/24/2022 17:51:58,27.84,31.05,9.20,,
7604,04/24/2022 17:56:58,27.83,31.55,9.43,,
7605,04/24/2022 18:01:58,27.73,32.94,9.98,,
7606,04/24/2022 18:06:58,27.38,34.71,10.46,,
7607,04/24/2022 18:11:58,27.01,35.54,10.49,,
7608,04/24/2022 18:16:58,26.72,36.30,10.55,,
7609,04/24/2022 18:21:58,26.64,36.52,10.57,,
7610,04/24/2022 18:26:58,26.48,36.60,10.46,,
7611,04/24/2022 18:31:58,26.39,36.63,10.40,,
7612,04/24/2022 18:36:58,26.22,36.52,10.20,,
7613,04/24/2022 18:41:58,26.13,35.13,9.54,,
7614,04/24/2022 18:46:58,25.87,34.56,9.07,,
7615,04/24/2022 18:51:58,25.61,34.81,8.95,,
7616,04/24/2022 18:56:58,25.31,34.96,8.75,,
7617,04/24/2022 19:01:58,25.06,34.80,8.46,,
7618,04/24/2022 19:06:58,24.70,35.04,8.24,,
7619,04/24/2022 19:11:58,24.42,34.57,7.80,,
7620,04/24/2022 19:16:58,24.11,35.31,7.84,,
7621,04/24/2022 19:21:58,23.85,35.64,7.75,,
7622,04/24/2022 19:26:58,23.55,36.47,7.82,,
7623,04/24/2022 19:31:58,23.30,37.44,7.99,,
7624,04/24/2022 19:36:58,22.97,37.42,7.68,,
7625,04/24/2022 19:41:58,22.63,38.20,7.68,,
7626,04/24/2022 19:46:58,22.31,38.57,7.54,,
7627,04/24/2022 19:51:58,21.95,40.75,8.03,,
7628,04/24/2022 19:56:58,21.64,40.26,7.57,,
7629,04/24/2022 20:01:58,21.28,42.15,7.92,,
7630,04/24/2022 20:06:58,20.87,40.91,7.11,,
7631,04/24/2022 20:11:58,20.58,42.85,7.53,,
7632,04/24/2022 20:16:58,20.27,44.36,7.76,,
7633,04/24/2022 20:21:58,19.92,45.18,7.71,,
7634,04/24/2022 20:26:58,19.42,47.28,7.92,,
7635,04/24/2022 20:31:58,19.15,48.07,7.92,,
7636,04/24/2022 20:36:58,18.89,48.11,7.70,,
7637,04/24/2022 20:41:58,18.74,49.13,7.87,,
7638,04/24/2022 20:46:58,18.42,50.20,7.89,,
7639,04/24/2022 20:51:58,18.29,50.31,7.80,,
7640,04/24/2022 20:56:58,18.08,49.81,7.46,,
7641,04/24/2022 21:01:58,18.10,47.63,6.82,,
7642,04/24/2022 21:06:58,18.02,49.17,7.21,,
7643,04/24/2022 21:11:58,17.78,50.00,7.24,,
7644,04/24/2022 21:16:58,17.45,50.64,7.12,,
7645,04/24/2022 21:21:58,17.35,49.71,6.76,,
7646,04/24/2022 21:26:58,17.15,51.38,7.05,,
7647,04/24/2022 21:31:58,16.84,52.85,7.17,,
7648,04/24/2022 21:36:58,16.76,51.77,6.80,,
7649,04/24/2022 21:41:58,16.81,51.03,6.64,,
7650,04/24/2022 21:46:58,16.76,52.10,6.90,,
7651,04/24/2022 21:51:58,16.62,51.58,6.62,,
7652,04/24/2022 21:56:58,16.29,53.78,6.92,,
7653,04/24/2022 22:01:58,16.21,53.87,6.87,,
7654,04/24/2022 22:06:58,15.96,54.49,6.80,,
7655,04/24/2022 22:11:58,15.61,56.56,7.03,,
7656,04/24/2022 22:16:58,15.24,57.49,6.91,,
7657,04/24/2022 22:21:58,15.03,58.91,7.08,,
7658,04/24/2022 22:26:58,14.82,58.18,6.69,,
7659,04/24/2022 22:31:58,14.65,59.58,6.88,,
7660,04/24/2022 22:36:58,14.56,60.70,7.07,,
7661,04/24/2022 22:41:58,14.54,59.54,6.77,,
7662,04/24/2022 22:46:58,14.49,58.70,6.51,,
7663,04/24/2022 22:51:58,14.32,59.37,6.52,,
7664,04/24/2022 22:56:58,14.28,60.53,6.77,,
7665,04/24/2022 23:01:58,14.14,59.76,6.45,,
7666,04/24/2022 23:06:58,13.90,60.26,6.34,,
7667,04/24/2022 23:11:58,13.77,59.75,6.09,,
7668,04/24/2022 23:16:58,13.51,60.89,6.13,,
7669,04/24/2022 23:21:58,13.41,62.47,6.41,,
7670,04/24/2022 23:26:58,13.24,62.06,6.15,,
7671,04/24/2022 23:31:58,13.10,62.36,6.08,,
7672,04/24/2022 23:36:58,12.99,61.66,5.81,,
7673,04/24/2022 23:41:58,12.79,63.59,6.07,,
7674,04/24/2022 23:46:58,12.82,62.17,5.78,,
7675,04/24/2022 23:51:58,12.70,63.66,6.00,,
7676,04/24/2022 23:56:58,12.46,64.64,6.00,,
7677,04/25/2022 00:01:58,12.29,65.39,6.00,,
7678,04/25/2022 00:06:58,12.02,65.51,5.77,,
7679,04/25/2022 00:11:58,11.86,65.17,5.54,,
7680,04/25/2022 00:16:58,11.93,63.92,5.33,,
7681,04/25/2022 00:21:58,12.17,62.22,5.17,,
7682,04/25/2022 00:26:58,12.34,61.11,5.07,,
7683,04/25/2022 00:31:58,12.29,61.42,5.09,,
7684,04/25/2022 00:36:58,12.13,61.67,5.00,,
7685,04/25/2022 00:41:58,11.93,61.19,4.71,,
7686,04/25/2022 00:46:58,11.96,61.81,4.87,,
7687,04/25/2022 00:51:58,11.86,62.79,5.01,,
7688,04/25/2022 00:56:58,11.79,62.92,4.97,,
7689,04/25/2022 01:01:58,11.75,61.65,4.64,,
7690,04/25/2022 01:06:58,11.85,62.68,4.97,,
7691,04/25/2022 01:11:58,11.77,63.74,5.14,,
7692,04/25/2022 01:16:58,11.42,65.21,5.13,,
7693,04/25/2022 01:21:58,11.26,65.21,4.98,,
7694,04/25/2022 01:26:58,11.12,65.48,4.90,,
7695,04/25/2022 01:31:58,11.03,66.12,4.96,,
7696,04/25/2022 01:36:58,10.89,66.24,4.86,,
7697,04/25/2022 01:41:58,10.78,66.44,4.79,,
7698,04/25/2022 01:46:58,10.54,67.27,4.74,,
7699,04/25/2022 01:51:58,10.26,68.99,4.83,,
7700,04/25/2022 01:56:58,10.10,68.94,4.67,,
7701,04/25/2022 02:01:58,9.93,69.55,4.63,,
7702,04/25/2022 02:06:58,9.78,69.16,4.41,,
7703,04/25/2022 02:11:58,9.65,69.22,4.30,,
7704,04/25/2022 02:16:58,9.77,69.49,4.46,,
7705,04/25/2022 02:21:58,9.91,69.94,4.69,,
7706,04/25/2022 02:26:58,9.85,70.67,4.79,,
7707,04/25/2022 02:31:58,9.78,71.18,4.82,,
7708,04/25/2022 02:36:58,9.70,72.12,4.94,,
7709,04/25/2022 02:41:58,9.67,74.51,5.37,,
7710,04/25/2022 02:46:58,9.72,77.71,6.03,,
7711,04/25/2022 02:51:58,9.79,77.40,6.04,,
7712,04/25/2022 02:56:58,9.78,77.22,5.99,,
7713,04/25/2022 03:01:58,9.70,77.41,5.95,,
7714,04/25/2022 03:06:58,9.65,77.18,5.86,,
7715,04/25/2022 03:11:58,9.57,77.47,5.84,,
7716,04/25/2022 03:16:58,9.52,77.26,5.75,,
7717,04/25/2022 03:21:58,9.41,77.26,5.64,,
7718,04/25/2022 03:26:58,9.40,77.28,5.64,,
7719,04/25/2022 03:31:58,9.34,76.91,5.51,,
7720,04/25/2022 03:36:58,9.26,76.69,5.39,,
7721,04/25/2022 03:41:58,9.22,76.63,5.34,,
7722,04/25/2022 03:46:58,9.17,76.34,5.23,,
7723,04/25/2022 03:51:58,9.12,76.63,5.25,,
7724,04/25/2022 03:56:58,9.04,76.18,5.08,,
7725,04/25/2022 04:01:58,8.98,77.36,5.25,,
7726,04/25/2022 04:06:58,8.97,77.12,5.19,,
7727,04/25/2022 04:11:58,8.89,77.61,5.20,,
7728,04/25/2022 04:16:58,8.89,77.65,5.21,,
7729,04/25/2022 04:21:58,8.79,77.38,5.06,,
7730,04/25/2022 04:26:58,8.73,77.84,5.09,,
7731,04/25/2022 04:31:58,8.66,78.64,5.17,,
7732,04/25/2022 04:36:58,8.66,79.67,5.36,,
7733,04/25/2022 04:41:58,8.59,79.79,5.31,,
7734,04/25/2022 04:46:58,8.53,78.48,5.01,,
7735,04/25/2022 04:51:58,8.47,79.94,5.22,,
7736,04/25/2022 04:56:58,8.53,79.60,5.22,,
7737,04/25/2022 05:01:58,8.58,80.26,5.38,,
7738,04/25/2022 05:06:58,8.57,80.77,5.46,,
7739,04/25/2022 05:11:58,8.58,80.47,5.42,,
7740,04/25/2022 05:16:58,8.62,81.38,5.62,,
7741,04/25/2022 05:21:58,8.59,80.69,5.47,,
7742,04/25/2022 05:26:58,8.59,81.41,5.59,,
7743,04/25/2022 05:31:58,8.62,79.61,5.30,,
7744,04/25/2022 05:36:58,8.49,79.83,5.22,,
7745,04/25/2022 05:41:58,8.41,80.14,5.19,,
7746,04/25/2022 05:46:58,8.32,82.89,5.59,,
7747,04/25/2022 05:51:58,8.34,82.08,5.47,,
7748,04/25/2022 05:56:58,8.36,82.00,5.48,,
7749,04/25/2022 06:01:58,8.41,83.17,5.72,,
7750,04/25/2022 06:06:58,8.49,83.36,5.84,,
7751,04/25/2022 06:11:58,8.56,84.16,6.04,,
7752,04/25/2022 06:16:58,8.74,84.15,6.22,,
7753,04/25/2022 06:21:58,8.90,84.32,6.41,,
7754,04/25/2022 06:26:58,9.04,83.95,6.48,,
7755,04/25/2022 06:31:58,9.19,83.89,6.62,,
7756,04/25/2022 06:36:58,9.31,83.64,6.69,,
7757,04/25/2022 06:41:58,9.36,82.35,6.52,,
7758,04/25/2022 06:46:58,9.45,81.92,6.52,,
7759,04/25/2022 06:51:58,9.41,81.55,6.43,,
7760,04/25/2022 06:56:58,9.47,81.99,6.56,,
7761,04/25/2022 07:01:58,9.52,80.95,6.42,,
7762,04/25/2022 07:06:58,9.68,81.56,6.69,,
7763,04/25/2022 07:11:58,10.05,80.80,6.91,,
7764,04/25/2022 07:16:58,10.42,79.87,7.11,,
7765,04/25/2022 07:21:58,10.81,78.53,7.24,,
7766,04/25/2022 07:26:58,11.31,77.21,7.48,,
7767,04/25/2022 07:31:58,11.73,75.89,7.63,,
7768,04/25/2022 07:36:58,11.93,75.43,7.74,,
7769,04/25/2022 07:41:58,12.44,74.47,8.04,,
7770,04/25/2022 07:46:58,12.72,73.54,8.12,,
7771,04/25/2022 07:51:58,12.82,73.28,8.17,,
7772,04/25/2022 07:56:58,13.04,73.15,8.36,,
7773,04/25/2022 08:01:58,13.37,72.14,8.47,,
7774,04/25/2022 08:06:58,13.62,71.19,8.51,,
7775,04/25/2022 08:11:58,13.93,70.23,8.61,,
7776,04/25/2022 08:16:58,14.13,69.93,8.74,,
7777,04/25/2022 08:21:58,14.38,69.23,8.83,,
7778,04/25/2022 08:26:58,14.62,67.97,8.78,,
7779,04/25/2022 08:31:58,14.85,67.46,8.90,,
7780,04/25/2022 08:36:58,15.25,67.24,9.23,,
7781,04/25/2022 08:41:58,15.87,65.98,9.54,,
7782,04/25/2022 08:46:58,16.36,64.02,9.56,,
7783,04/25/2022 08:51:58,16.45,62.39,9.26,,
7784,04/25/2022 08:56:58,16.50,62.41,9.31,,
7785,04/25/2022 09:01:58,16.58,61.25,9.11,,
7786,04/25/2022 09:06:58,16.91,60.82,9.31,,
7787,04/25/2022 09:11:58,17.60,59.47,9.63,,
7788,04/25/2022 09:16:58,18.04,56.57,9.29,,
7789,04/25/2022 09:21:58,19.11,53.69,9.51,,
7790,04/25/2022 09:26:58,19.59,52.50,9.63,,
7791,04/25/2022 09:31:58,19.85,51.53,9.59,,
7792,04/25/2022 09:36:58,20.45,49.05,9.41,,
7793,04/25/2022 09:41:58,20.59,47.86,9.17,,
7794,04/25/2022 09:46:58,20.69,47.07,9.01,,
7795,04/25/2022 09:51:58,20.76,47.48,9.21,,
7796,04/25/2022 09:56:58,21.48,44.42,8.88,,
7797,04/25/2022 10:01:58,21.55,42.76,8.38,,
7798,04/25/2022 10:06:58,22.07,43.99,9.27,,
7799,04/25/2022 10:11:58,21.87,43.96,9.07,,
7800,04/25/2022 10:16:58,22.55,42.40,9.15,,
7801,04/25/2022 10:21:58,22.61,42.24,9.15,,
7802,04/25/2022 10:26:58,22.81,41.48,9.06,,
7803,04/25/2022 10:31:58,23.24,41.57,9.48,,
7804,04/25/2022 10:36:58,23.30,40.46,9.13,,
