#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
3052,05/11/2021 23:35:44,19.91,36.63,4.66,,,
3053,05/11/2021 23:40:44,19.83,38.60,5.34,,,
3054,05/11/2021 23:45:44,19.73,35.29,3.97,,,
3055,05/11/2021 23:50:44,19.61,39.95,5.64,,,
3056,05/11/2021 23:55:44,19.44,38.97,5.13,,,
3057,05/12/2021 00:00:44,19.24,40.31,5.44,,,
3058,05/12/2021 00:05:44,19.06,41.96,5.85,,,
3059,05/12/2021 00:10:44,18.85,44.52,6.52,,,
3060,05/12/2021 00:15:44,18.71,45.87,6.83,,,
3061,05/12/2021 00:20:44,18.49,46.69,6.88,,,
3062,05/12/2021 00:25:44,18.36,45.50,6.39,,,
3063,05/12/2021 00:30:44,18.22,47.30,6.83,,,
3064,05/12/2021 00:35:44,18.10,47.83,6.89,,,
3065,05/12/2021 00:40:44,17.97,48.02,6.82,,,
3066,05/12/2021 00:45:44,17.82,50.69,7.48,,,
3067,05/12/2021 00:50:44,17.66,50.48,7.27,,,
3068,05/12/2021 00:55:44,17.54,49.72,6.94,,,
3069,05/12/2021 01:00:44,17.55,50.86,7.28,,,
3070,05/12/2021 01:05:44,17.52,51.90,7.54,,,
3071,05/12/2021 01:10:44,17.43,51.44,7.32,,,
3072,05/12/2021 01:15:44,17.34,52.12,7.44,,,
3073,05/12/2021 01:20:44,17.23,52.15,7.35,,,
3074,05/12/2021 01:25:44,17.22,51.65,7.19,,,
3075,05/12/2021 01:30:44,17.14,52.71,7.41,,,
3076,05/12/2021 01:35:44,17.11,51.80,7.14,,,
3077,05/12/2021 01:40:44,17.03,53.97,7.66,,,
3078,05/12/2021 01:45:44,16.96,53.94,7.59,,,
3079,05/12/2021 01:50:44,16.88,53.20,7.31,,,
3080,05/12/2021 01:55:44,16.75,52.57,7.02,,,
3081,05/12/2021 02:00:44,16.72,53.55,7.26,,,
3082,05/12/2021 02:05:44,16.66,53.86,7.29,,,
3083,05/12/2021 02:10:44,16.42,55.51,7.50,,,
3084,05/12/2021 02:15:44,16.20,57.18,7.74,,,
3085,05/12/2021 02:20:44,16.00,59.37,8.10,,,
3086,05/12/2021 02:25:44,15.84,60.59,8.25,,,
3087,05/12/2021 02:30:44,15.66,61.80,8.37,,,
3088,05/12/2021 02:35:44,15.53,62.39,8.38,,,
3089,05/12/2021 02:40:44,15.53,62.73,8.46,,,
3090,05/12/2021 02:45:44,15.40,62.98,8.40,,,
3091,05/12/2021 02:50:44,15.31,63.58,8.46,,,
3092,05/12/2021 02:55:44,15.08,64.67,8.49,,,
3093,05/12/2021 03:00:44,14.85,64.85,8.31,,,
3094,05/12/2021 03:05:44,14.43,65.97,8.17,,,
3095,05/12/2021 03:10:44,14.25,67.73,8.38,,,
3096,05/12/2021 03:15:44,14.13,67.19,8.15,,,
3097,05/12/2021 03:20:44,14.00,68.23,8.26,,,
3098,05/12/2021 03:25:44,13.90,67.81,8.06,,,
3099,05/12/2021 03:30:44,13.83,68.18,8.08,,,
3100,05/12/2021 03:35:44,13.74,68.93,8.15,,,
3101,05/12/2021 03:40:44,13.63,69.47,8.16,,,
3102,05/12/2021 03:45:44,13.71,69.85,8.32,,,
3103,05/12/2021 03:50:44,13.63,69.64,8.20,,,
3104,05/12/2021 03:55:44,13.40,70.15,8.09,,,
3105,05/12/2021 04:00:44,13.38,70.05,8.05,,,
3106,05/12/2021 04:05:44,13.19,71.12,8.09,,,
3107,05/12/2021 04:10:44,13.23,70.52,8.00,,,
3108,05/12/2021 04:15:44,13.20,70.48,7.96,,,
3109,05/12/2021 04:20:44,13.20,70.79,8.03,,,
3110,05/12/2021 04:25:44,13.08,70.52,7.86,,,
3111,05/12/2021 04:30:44,13.15,71.84,8.19,,,
3112,05/12/2021 04:35:44,13.07,71.41,8.03,,,
3113,05/12/2021 04:40:44,13.12,71.83,8.17,,,
3114,05/12/2021 04:45:44,13.17,71.03,8.05,,,
3115,05/12/2021 04:50:44,13.06,71.24,7.99,,,
3116,05/12/2021 04:55:44,12.86,72.52,8.05,,,
3117,05/12/2021 05:00:44,12.93,72.91,8.20,,,
3118,05/12/2021 05:05:44,12.96,72.75,8.20,,,
3119,05/12/2021 05:10:44,12.92,72.85,8.18,,,
3120,05/12/2021 05:15:44,12.92,72.92,8.20,,,
3121,05/12/2021 05:20:44,12.96,72.44,8.14,,,
3122,05/12/2021 05:25:44,13.00,71.92,8.06,,,
3123,05/12/2021 05:30:44,12.95,72.72,8.19,,,
3124,05/12/2021 05:35:44,12.92,72.31,8.07,,,
3125,05/12/2021 05:40:44,12.81,73.08,8.12,,,
3126,05/12/2021 05:45:44,12.82,72.52,8.02,,,
3127,05/12/2021 05:50:44,12.90,71.90,7.97,,,
3128,05/12/2021 05:55:44,12.94,71.67,7.96,,,
3129,05/12/2021 06:00:44,13.02,71.23,7.94,,,
3130,05/12/2021 06:05:44,13.05,71.49,8.03,,,
3131,05/12/2021 06:10:44,13.03,71.35,7.98,,,
3132,05/12/2021 06:15:44,13.09,70.85,7.94,,,
3133,05/12/2021 06:20:44,13.03,70.69,7.84,,,
3134,05/12/2021 06:25:44,12.94,70.89,7.80,,,
3135,05/12/2021 06:30:44,12.81,72.43,7.99,,,
3136,05/12/2021 06:35:44,12.86,74.32,8.41,,,
3137,05/12/2021 06:40:44,12.87,73.77,8.31,,,
3138,05/12/2021 06:45:44,13.03,73.92,8.50,,,
3139,05/12/2021 06:50:44,13.07,74.19,8.60,,,
3140,05/12/2021 06:55:44,13.19,74.22,8.72,,,
3141,05/12/2021 07:00:44,13.35,72.76,8.58,,,
3142,05/12/2021 07:05:44,13.50,73.13,8.80,,,
3143,05/12/2021 07:10:44,13.68,72.89,8.92,,,
3144,05/12/2021 07:15:44,13.92,72.46,9.06,,,
3145,05/12/2021 07:20:44,14.07,73.54,9.43,,,
3146,05/12/2021 07:25:44,14.24,72.21,9.32,,,
3147,05/12/2021 07:30:44,14.42,73.31,9.72,,,
3148,05/12/2021 07:35:44,14.62,73.80,10.01,,,
3149,05/12/2021 07:40:44,14.77,73.25,10.04,,,
3150,05/12/2021 07:45:44,15.01,71.78,9.98,,,
3151,05/12/2021 07:50:44,15.29,71.13,10.11,,,
3152,05/12/2021 07:55:44,15.53,70.85,10.28,,,
3153,05/12/2021 08:00:44,15.71,68.46,9.94,,,
3154,05/12/2021 08:05:44,15.96,66.95,9.84,,,
3155,05/12/2021 08:10:44,16.19,67.29,10.14,,,
3156,05/12/2021 08:15:44,16.47,64.67,9.81,,,
3157,05/12/2021 08:20:44,16.70,65.76,10.28,,,
3158,05/12/2021 08:25:44,16.94,64.47,10.21,,,
3159,05/12/2021 08:30:44,17.21,62.99,10.12,,,
3160,05/12/2021 08:35:44,17.64,60.44,9.91,,,
3161,05/12/2021 08:40:44,17.91,60.44,10.16,,,
3162,05/12/2021 08:45:44,18.36,56.51,9.58,,,
3163,05/12/2021 08:50:44,18.62,58.14,10.24,,,
3164,05/12/2021 08:55:44,18.94,57.37,10.35,,,
3165,05/12/2021 09:00:44,19.39,54.16,9.90,,,
3166,05/12/2021 09:05:44,19.84,53.82,10.23,,,
3167,05/12/2021 09:10:44,20.25,54.00,10.66,,,
3168,05/12/2021 09:15:44,20.66,53.44,10.89,,,
3169,05/12/2021 09:20:44,21.10,51.03,10.60,,,
3170,05/12/2021 09:25:44,21.51,49.32,10.46,,,
3171,05/12/2021 09:30:44,21.93,47.39,10.25,,,
3172,05/12/2021 09:35:44,22.46,44.66,9.84,,,
3173,05/12/2021 09:40:44,22.73,42.37,9.31,,,
3174,05/12/2021 09:45:44,23.01,43.23,9.86,,,
3175,05/12/2021 09:50:44,23.26,43.94,10.32,,,
3176,05/12/2021 09:55:44,23.50,42.55,10.06,,,
3177,05/12/2021 10:00:44,23.73,40.88,9.67,,,
3178,05/12/2021 10:05:44,23.91,41.34,10.00,,,
3179,05/12/2021 10:10:44,24.15,41.18,10.16,,,
3180,05/12/2021 10:15:44,24.33,39.30,9.62,,,
3181,05/12/2021 10:20:44,24.53,41.33,10.54,,,
3182,05/12/2021 10:25:44,24.76,41.21,10.71,,,
3183,05/12/2021 10:30:44,24.95,39.08,10.09,,,
3184,05/12/2021 10:35:44,25.23,38.64,10.17,,,
3185,05/12/2021 10:40:44,25.38,38.39,10.20,,,
3186,05/12/2021 10:45:44,25.56,37.88,10.16,,,
3187,05/12/2021 10:50:44,25.81,37.46,10.22,,,
3188,05/12/2021 10:55:44,25.87,36.96,10.07,,,
3189,05/12/2021 11:00:44,26.01,36.91,10.17,,,
3190,05/12/2021 11:05:44,26.21,36.99,10.38,,,
3191,05/12/2021 11:10:44,26.41,34.03,9.32,,,
3192,05/12/2021 11:15:44,26.61,33.54,9.27,,,
3193,05/12/2021 11:20:44,26.76,35.25,10.15,,,
3194,05/12/2021 11:25:44,26.86,34.65,9.98,,,
3195,05/12/2021 11:30:44,27.00,34.24,9.92,,,
3196,05/12/2021 11:35:44,27.16,33.10,9.56,,,
3197,05/12/2021 11:40:44,27.28,33.73,9.95,,,
3198,05/12/2021 11:45:44,27.57,32.59,9.69,,,
3199,05/12/2021 11:50:44,27.69,33.04,9.99,,,
3200,05/12/2021 11:55:44,27.82,33.64,10.37,,,
3201,05/12/2021 12:00:44,28.00,33.06,10.27,,,
3202,05/12/2021 12:05:44,28.16,32.99,10.38,,,
3203,05/12/2021 12:10:44,28.44,29.19,8.80,,,
3204,05/12/2021 12:15:44,28.67,29.16,8.98,,,
3205,05/12/2021 12:20:44,28.91,31.14,10.17,,,
3206,05/12/2021 12:25:44,29.09,28.76,9.14,,,
3207,05/12/2021 12:30:44,29.36,30.84,10.42,,,
3208,05/12/2021 12:35:44,29.51,31.14,10.69,,,
3209,05/12/2021 12:40:44,29.50,31.42,10.81,,,
3210,05/12/2021 12:45:44,29.59,32.22,11.27,,,
3211,05/12/2021 12:50:44,29.70,32.28,11.39,,,
3212,05/12/2021 12:55:44,29.87,30.98,10.92,,,
3213,05/12/2021 13:00:44,30.07,28.92,10.06,,,
3214,05/12/2021 13:05:44,30.27,30.71,11.14,,,
3215,05/12/2021 13:10:44,30.41,29.01,10.40,,,
3216,05/12/2021 13:15:44,30.62,31.42,11.78,,,
3217,05/12/2021 13:20:44,30.65,30.20,11.21,,,
3218,05/12/2021 13:25:44,30.68,32.30,12.26,,,
3219,05/12/2021 13:30:44,30.84,29.60,11.07,,,
3220,05/12/2021 13:35:44,30.85,29.89,11.23,,,
3221,05/12/2021 13:40:44,30.92,31.38,12.02,,,
3222,05/12/2021 13:45:44,31.09,28.68,10.81,,,
3223,05/12/2021 13:50:44,31.16,27.69,10.34,,,
3224,05/12/2021 13:55:44,31.13,28.59,10.80,,,
3225,05/12/2021 14:00:44,31.31,28.35,10.82,,,
3226,05/12/2021 14:05:44,31.35,29.61,11.51,,,
3227,05/12/2021 14:10:44,31.27,28.18,10.70,,,
3228,05/12/2021 14:15:44,31.31,27.98,10.63,,,
3229,05/12/2021 14:20:44,31.51,28.24,10.93,,,
3230,05/12/2021 14:25:44,31.74,27.90,10.95,,,
3231,05/12/2021 14:30:44,31.65,28.54,11.21,,,
3232,05/12/2021 14:35:44,31.75,29.44,11.77,,,
3233,05/12/2021 14:40:44,31.84,27.76,10.96,,,
3234,05/12/2021 14:45:44,31.80,28.26,11.19,,,
3235,05/12/2021 14:50:44,31.89,28.78,11.55,,,
3236,05/12/2021 14:55:44,31.87,26.44,10.25,,,
3237,05/12/2021 15:00:44,32.07,27.01,10.74,,,
3238,05/12/2021 15:05:44,32.24,25.63,10.09,,,
3239,05/12/2021 15:10:44,32.60,24.90,9.97,,,
3240,05/12/2021 15:15:44,32.58,27.13,11.24,,,
3241,05/12/2021 15:20:44,32.68,23.16,8.95,,,
3242,05/12/2021 15:25:44,32.85,21.68,8.12,,,
3243,05/12/2021 15:30:44,33.23,20.16,7.38,,,
3244,05/12/2021 15:35:44,33.65,19.88,7.51,,,
3245,05/12/2021 15:40:44,33.46,18.77,6.52,,,
3246,05/12/2021 15:45:44,33.22,18.92,6.44,,,
3247,05/12/2021 15:50:44,32.89,19.98,6.96,,,
3248,05/12/2021 15:55:44,32.86,19.96,6.92,,,
3249,05/12/2021 16:00:44,32.89,19.00,6.23,,,
3250,05/12/2021 16:05:44,32.85,21.27,7.84,,,
3251,05/12/2021 16:10:44,32.82,18.85,6.06,,,
3252,05/12/2021 16:15:44,32.69,19.48,6.43,,,
3253,05/12/2021 16:20:44,32.68,20.48,7.15,,,
3254,05/12/2021 16:25:44,32.55,19.10,6.03,,,
3255,05/12/2021 16:30:44,32.52,20.94,7.34,,,
3256,05/12/2021 16:35:44,32.32,19.15,5.88,,,
3257,05/12/2021 16:40:44,32.09,22.87,8.28,,,
3258,05/12/2021 16:45:44,32.00,19.12,5.60,,,
3259,05/12/2021 16:50:44,32.22,18.97,5.66,,,
3260,05/12/2021 16:55:44,32.27,23.12,8.59,,,
3261,05/12/2021 17:00:44,32.32,19.82,6.38,,,
3262,05/12/2021 17:05:44,32.18,20.37,6.66,,,
3263,05/12/2021 17:10:44,31.89,24.20,8.95,,,
3264,05/12/2021 17:15:44,31.82,21.64,7.24,,,
3265,05/12/2021 17:20:44,31.75,21.32,6.98,,,
3266,05/12/2021 17:25:44,31.64,23.18,8.10,,,
3267,05/12/2021 17:30:44,31.65,22.44,7.63,,,
3268,05/12/2021 17:35:44,31.46,21.54,6.88,,,
3269,05/12/2021 17:40:44,31.44,22.97,7.81,,,
3270,05/12/2021 17:45:44,31.39,22.93,7.74,,,
3271,05/12/2021 17:50:44,31.33,21.68,6.86,,,
3272,05/12/2021 17:55:44,31.22,20.81,6.18,,,
3273,05/12/2021 18:00:44,31.36,20.59,6.14,,,
3274,05/12/2021 18:05:44,31.95,20.00,6.21,,,
3275,05/12/2021 18:10:44,32.37,21.10,7.33,,,
3276,05/12/2021 18:15:44,32.33,20.33,6.76,,,
3277,05/12/2021 18:20:44,31.86,21.76,7.36,,,
3278,05/12/2021 18:25:44,31.31,22.26,7.24,,,
3279,05/12/2021 18:30:44,30.90,22.66,7.16,,,
3280,05/12/2021 18:35:44,30.69,22.49,6.87,,,
3281,05/12/2021 18:40:44,30.41,25.33,8.39,,,
3282,05/12/2021 18:45:44,30.21,24.05,7.45,,,
3283,05/12/2021 18:50:44,29.87,25.37,7.95,,,
3284,05/12/2021 18:55:44,29.44,25.83,7.85,,,
3285,05/12/2021 19:00:44,29.17,26.49,7.99,,,
3286,05/12/2021 19:05:44,28.86,27.63,8.34,,,
3287,05/12/2021 19:10:44,28.74,26.71,7.75,,,
3288,05/12/2021 19:15:44,28.58,26.37,7.42,,,
3289,05/12/2021 19:20:44,28.42,26.73,7.49,,,
3290,05/12/2021 19:25:44,28.25,27.64,7.83,,,
3291,05/12/2021 19:30:44,27.89,28.81,8.14,,,
3292,05/12/2021 19:35:44,27.56,29.20,8.05,,,
3293,05/12/2021 19:40:44,27.14,30.21,8.19,,,
3294,05/12/2021 19:45:44,26.75,30.60,8.03,,,
3295,05/12/2021 19:50:44,26.50,30.92,7.97,,,
3296,05/12/2021 19:55:44,26.26,30.41,7.52,,,
3297,05/12/2021 20:00:44,25.81,33.97,8.76,,,
3298,05/12/2021 20:05:44,25.25,35.22,8.81,,,
3299,05/12/2021 20:10:44,24.83,38.00,9.56,,,
3300,05/12/2021 20:15:44,24.46,39.19,9.69,,,
3301,05/12/2021 20:20:44,24.05,41.50,10.19,,,
3302,05/12/2021 20:25:44,23.66,41.17,9.71,,,
3303,05/12/2021 20:30:44,23.36,42.72,9.99,,,
3304,05/12/2021 20:35:44,23.17,43.38,10.06,,,
3305,05/12/2021 20:40:44,22.97,43.96,10.07,,,
3306,05/12/2021 20:45:44,22.75,46.43,10.68,,,
3307,05/12/2021 20:50:44,22.55,44.58,9.90,,,
3308,05/12/2021 20:55:44,22.44,42.76,9.18,,,
3309,05/12/2021 21:00:44,22.48,37.18,7.15,,,
3310,05/12/2021 21:05:44,22.83,35.64,6.85,,,
3311,05/12/2021 21:10:44,23.02,34.58,6.58,,,
3312,05/12/2021 21:15:44,23.23,33.63,6.35,,,
3313,05/12/2021 21:20:44,23.30,34.31,6.71,,,
3314,05/12/2021 21:25:44,23.27,37.24,7.88,,,
3315,05/12/2021 21:30:44,22.87,35.18,6.70,,,
3316,05/12/2021 21:35:44,22.90,37.08,7.48,,,
3317,05/12/2021 21:40:44,22.73,35.53,6.72,,,
3318,05/12/2021 21:45:44,22.78,33.06,5.71,,,
3319,05/12/2021 21:50:44,22.92,32.50,5.59,,,
3320,05/12/2021 21:55:44,23.15,30.87,5.05,,,
3321,05/12/2021 22:00:44,23.45,30.10,4.95,,,
3322,05/12/2021 22:05:44,23.52,29.09,4.51,,,
3323,05/12/2021 22:10:44,23.68,27.85,4.03,,,
3324,05/12/2021 22:15:44,23.91,27.98,4.30,,,
3325,05/12/2021 22:20:44,24.05,27.10,3.96,,,
3326,05/12/2021 22:25:44,24.03,26.34,3.54,,,
3327,05/12/2021 22:30:44,24.03,30.09,5.45,,,
3328,05/12/2021 22:35:44,23.50,32.95,6.29,,,
3329,05/12/2021 22:40:44,22.77,36.03,6.95,,,
3330,05/12/2021 22:45:44,22.10,37.25,6.85,,,
3331,05/12/2021 22:50:44,21.50,39.46,7.15,,,
3332,05/12/2021 22:55:44,20.96,41.31,7.34,,,
3333,05/12/2021 23:00:44,20.51,41.29,6.93,,,
3334,05/12/2021 23:05:44,20.15,42.61,7.06,,,
3335,05/12/2021 23:10:44,19.80,43.54,7.06,,,
3336,05/12/2021 23:15:44,19.51,45.81,7.54,,,
3337,05/12/2021 23:20:44,19.24,44.59,6.90,,,
3338,05/12/2021 23:25:44,19.01,46.47,7.29,,,
3339,05/12/2021 23:30:44,18.78,45.52,6.78,,,
3340,05/12/2021 23:35:44,18.53,46.03,6.72,,,
3341,05/12/2021 23:40:44,18.37,46.58,6.74,,,
3342,05/12/2021 23:45:44,18.26,46.83,6.72,,,
3343,05/12/2021 23:50:44,18.17,47.16,6.74,,,
3344,05/12/2021 23:55:44,17.97,49.67,7.32,,,
3345,05/13/2021 00:00:44,17.88,49.03,7.04,,,
3346,05/13/2021 00:05:44,17.85,48.93,6.99,,,
3347,05/13/2021 00:10:44,17.81,50.67,7.46,,,
3348,05/13/2021 00:15:44,17.76,49.07,6.94,,,
3349,05/13/2021 00:20:44,17.74,50.93,7.47,,,
3350,05/13/2021 00:25:44,17.66,50.81,7.36,,,
3351,05/13/2021 00:30:44,17.64,49.87,7.07,,,
3352,05/13/2021 00:35:44,17.67,50.39,7.25,,,
3353,05/13/2021 00:40:44,17.63,48.54,6.67,,,
3354,05/13/2021 00:45:44,17.48,48.09,6.39,,,
3355,05/13/2021 00:50:44,17.25,49.76,6.68,,,
3356,05/13/2021 00:55:44,17.02,49.93,6.51,,,
3357,05/13/2021 01:00:44,16.80,50.41,6.46,,,
3358,05/13/2021 01:05:44,16.63,51.45,6.59,,,
3359,05/13/2021 01:10:44,16.44,51.61,6.46,,,
3360,05/13/2021 01:15:44,16.33,52.60,6.64,,,
3361,05/13/2021 01:20:44,16.29,53.50,6.85,,,
3362,05/13/2021 01:25:44,16.17,52.40,6.43,,,
3363,05/13/2021 01:30:44,16.12,53.13,6.59,,,
3364,05/13/2021 01:35:44,16.03,52.89,6.44,,,
3365,05/13/2021 01:40:44,15.99,53.42,6.54,,,
3366,05/13/2021 01:45:44,15.91,53.76,6.57,,,
3367,05/13/2021 01:50:44,15.87,54.09,6.62,,,
3368,05/13/2021 01:55:44,15.82,53.99,6.54,,,
3369,05/13/2021 02:00:44,15.76,54.47,6.62,,,
3370,05/13/2021 02:05:44,15.73,53.72,6.39,,,
3371,05/13/2021 02:10:44,15.66,54.88,6.63,,,
3372,05/13/2021 02:15:44,15.62,54.55,6.51,,,
3373,05/13/2021 02:20:44,15.53,55.18,6.59,,,
3374,05/13/2021 02:25:44,15.43,55.10,6.48,,,
3375,05/13/2021 02:30:44,15.33,56.80,6.83,,,
3376,05/13/2021 02:35:44,15.28,56.21,6.62,,,
3377,05/13/2021 02:40:44,15.17,56.92,6.71,,,
3378,05/13/2021 02:45:44,15.04,56.23,6.41,,,
3379,05/13/2021 02:50:44,14.97,56.96,6.53,,,
3380,05/13/2021 02:55:44,14.91,57.05,6.49,,,
3381,05/13/2021 03:00:44,14.82,57.91,6.63,,,
3382,05/13/2021 03:05:44,14.72,58.26,6.62,,,
3383,05/13/2021 03:10:44,14.62,58.71,6.64,,,
3384,05/13/2021 03:15:44,14.44,59.14,6.58,,,
3385,05/13/2021 03:20:44,14.24,59.93,6.58,,,
3386,05/13/2021 03:25:44,14.23,60.22,6.64,,,
3387,05/13/2021 03:30:44,13.99,60.94,6.59,,,
3388,05/13/2021 03:35:44,13.70,62.80,6.76,,,
3389,05/13/2021 03:40:44,13.65,63.26,6.81,,,
3390,05/13/2021 03:45:44,13.58,63.37,6.76,,,
3391,05/13/2021 03:50:44,13.14,64.09,6.51,,,
3392,05/13/2021 03:55:44,13.11,65.11,6.72,,,
3393,05/13/2021 04:00:44,13.06,65.07,6.66,,,
3394,05/13/2021 04:05:44,12.94,65.59,6.66,,,
3395,05/13/2021 04:10:44,12.84,66.07,6.67,,,
3396,05/13/2021 04:15:44,12.66,66.62,6.63,,,
3397,05/13/2021 04:20:44,12.46,67.59,6.64,,,
3398,05/13/2021 04:25:44,12.21,68.38,6.58,,,
3399,05/13/2021 04:30:44,12.23,68.58,6.64,,,
3400,05/13/2021 04:35:44,12.06,69.07,6.58,,,
3401,05/13/2021 04:40:44,12.05,68.86,6.52,,,
3402,05/13/2021 04:45:44,11.97,68.62,6.39,,,
3403,05/13/2021 04:50:44,11.96,68.67,6.39,,,
3404,05/13/2021 04:55:44,11.97,69.32,6.54,,,
3405,05/13/2021 05:00:44,11.84,69.27,6.40,,,
3406,05/13/2021 05:05:44,11.71,69.19,6.26,,,
3407,05/13/2021 05:10:44,11.60,69.77,6.28,,,
3408,05/13/2021 05:15:44,11.53,69.51,6.16,,,
3409,05/13/2021 05:20:44,11.53,69.70,6.20,,,
3410,05/13/2021 05:25:44,11.27,69.83,5.98,,,
3411,05/13/2021 05:30:44,11.22,70.36,6.03,,,
3412,05/13/2021 05:35:44,11.24,70.72,6.13,,,
3413,05/13/2021 05:40:44,11.15,70.21,5.94,,,
3414,05/13/2021 05:45:44,11.18,70.33,6.00,,,
3415,05/13/2021 05:50:44,11.05,71.22,6.06,,,
3416,05/13/2021 05:55:44,10.98,71.20,5.98,,,
3417,05/13/2021 06:00:44,11.01,71.25,6.02,,,
3418,05/13/2021 06:05:44,11.02,71.71,6.12,,,
3419,05/13/2021 06:10:44,11.01,71.90,6.15,,,
3420,05/13/2021 06:15:44,10.88,72.03,6.05,,,
3421,05/13/2021 06:20:44,10.88,72.34,6.11,,,
3422,05/13/2021 06:25:44,10.85,72.61,6.14,,,
3423,05/13/2021 06:30:44,10.90,72.85,6.24,,,
3424,05/13/2021 06:35:44,10.87,73.59,6.35,,,
3425,05/13/2021 06:40:44,11.00,73.80,6.52,,,
3426,05/13/2021 06:45:44,11.11,73.01,6.47,,,
3427,05/13/2021 06:50:44,11.30,73.36,6.72,,,
3428,05/13/2021 06:55:44,11.44,72.50,6.68,,,
3429,05/13/2021 07:00:44,11.61,72.63,6.88,,,
3430,05/13/2021 07:05:44,11.89,72.49,7.12,,,
3431,05/13/2021 07:10:44,12.06,70.77,6.93,,,
3432,05/13/2021 07:15:44,12.34,70.58,7.16,,,
3433,05/13/2021 07:20:44,12.55,70.05,7.25,,,
3434,05/13/2021 07:25:44,12.78,70.13,7.49,,,
3435,05/13/2021 07:30:44,12.95,68.53,7.31,,,
3436,05/13/2021 07:35:44,13.17,68.28,7.47,,,
3437,05/13/2021 07:40:44,13.38,68.87,7.80,,,
3438,05/13/2021 07:45:44,13.61,67.40,7.70,,,
3439,05/13/2021 07:50:44,13.85,67.53,7.96,,,
3440,05/13/2021 07:55:44,14.11,67.45,8.19,,,
3441,05/13/2021 08:00:44,14.33,65.97,8.07,,,
3442,05/13/2021 08:05:44,14.56,65.26,8.13,,,
3443,05/13/2021 08:10:44,14.74,64.17,8.06,,,
3444,05/13/2021 08:15:44,14.93,62.75,7.90,,,
3445,05/13/2021 08:20:44,15.19,63.03,8.22,,,
3446,05/13/2021 08:25:44,15.46,61.76,8.17,,,
3447,05/13/2021 08:30:44,15.74,63.03,8.74,,,
3448,05/13/2021 08:35:44,16.05,61.19,8.59,,,
3449,05/13/2021 08:40:44,16.32,61.46,8.91,,,
3450,05/13/2021 08:45:44,16.59,59.74,8.75,,,
3451,05/13/2021 08:50:44,16.93,59.69,9.06,,,
3452,05/13/2021 08:55:44,17.19,58.70,9.05,,,
3453,05/13/2021 09:00:44,17.44,58.09,9.13,,,
3454,05/13/2021 09:05:44,17.72,58.09,9.39,,,
3455,05/13/2021 09:10:44,17.98,57.30,9.43,,,
3456,05/13/2021 09:15:44,18.28,55.68,9.29,,,
3457,05/13/2021 09:20:44,18.53,55.38,9.44,,,
3458,05/13/2021 09:25:44,18.80,54.75,9.52,,,
3459,05/13/2021 09:30:44,19.13,53.79,9.56,,,
3460,05/13/2021 09:35:44,19.39,52.11,9.33,,,
3461,05/13/2021 09:40:44,19.59,51.50,9.34,,,
3462,05/13/2021 09:45:44,19.87,51.05,9.47,,,
3463,05/13/2021 09:50:44,20.12,52.96,10.25,,,
3464,05/13/2021 09:55:44,20.37,51.04,9.93,,,
3465,05/13/2021 10:00:44,20.59,51.54,10.27,,,
3466,05/13/2021 10:05:44,21.01,48.62,9.79,,,
3467,05/13/2021 10:10:44,21.17,47.99,9.74,,,
3468,05/13/2021 10:15:44,21.37,48.55,10.10,,,
3469,05/13/2021 10:20:44,21.53,48.19,10.13,,,
3470,05/13/2021 10:25:44,21.82,46.81,9.97,,,
3471,05/13/2021 10:30:44,22.01,47.76,10.43,,,
3472,05/13/2021 10:35:44,22.34,47.51,10.66,,,
3473,05/13/2021 10:40:44,22.61,45.72,10.33,,,
3474,05/13/2021 10:45:44,22.83,45.96,10.61,,,
3475,05/13/2021 10:50:44,23.08,43.41,9.98,,,
3476,05/13/2021 10:55:44,23.13,43.70,10.13,,,
3477,05/13/2021 11:00:44,23.32,43.19,10.13,,,
3478,05/13/2021 11:05:44,23.59,43.95,10.63,,,
3479,05/13/2021 11:10:44,23.80,42.40,10.27,,,
3480,05/13/2021 11:15:44,23.98,42.79,10.58,,,
3481,05/13/2021 11:20:44,24.10,41.29,10.15,,,
3482,05/13/2021 11:25:44,24.18,41.99,10.48,,,
3483,05/13/2021 11:30:44,24.28,40.82,10.14,,,
3484,05/13/2021 11:35:44,24.42,40.16,10.02,,,
3485,05/13/2021 11:40:44,24.62,42.29,10.98,,,
3486,05/13/2021 11:45:44,24.86,39.39,10.12,,,
3487,05/13/2021 11:50:44,25.07,41.98,11.27,,,
3488,05/13/2021 11:55:44,25.38,39.38,10.59,,,
3489,05/13/2021 12:00:44,25.48,38.96,10.51,,,
3490,05/13/2021 12:05:44,25.63,41.26,11.51,,,
3491,05/13/2021 12:10:44,25.86,38.24,10.57,,,
3492,05/13/2021 12:15:44,26.04,38.56,10.86,,,
3493,05/13/2021 12:20:44,26.25,36.49,10.22,,,
3494,05/13/2021 12:25:44,26.41,38.12,11.02,,,
3495,05/13/2021 12:30:44,26.56,35.27,9.98,,,
3496,05/13/2021 12:35:44,26.76,35.71,10.34,,,
3497,05/13/2021 12:40:44,26.85,35.18,10.20,,,
3498,05/13/2021 12:45:44,27.06,37.37,11.29,,,
3499,05/13/2021 12:50:44,27.26,35.82,10.83,,,
3500,05/13/2021 12:55:44,27.49,34.86,10.62,,,
