#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),End of File
10144,05/03/2022 15:28:29,30.52,21.08,5.80,
10145,05/03/2022 15:33:29,30.62,21.51,6.17,
10146,05/03/2022 15:38:29,30.55,21.07,5.81,
10147,05/03/2022 15:43:29,30.24,20.98,5.50,
10148,05/03/2022 15:48:29,30.21,20.30,4.99,
10149,05/03/2022 15:53:29,30.26,21.14,5.62,
10150,05/03/2022 15:58:29,30.25,20.80,5.38,
10151,05/03/2022 16:03:29,30.35,21.14,5.69,
10152,05/03/2022 16:08:29,30.47,21.25,5.86,
10153,05/03/2022 16:13:29,30.54,21.11,5.83,
10154,05/03/2022 16:18:29,30.53,20.55,5.44,
10155,05/03/2022 16:23:29,30.35,21.02,5.61,
10156,05/03/2022 16:28:29,30.39,22.16,6.41,
10157,05/03/2022 16:33:29,30.67,20.49,5.50,
10158,05/03/2022 16:38:29,30.47,20.97,5.67,
10159,05/03/2022 16:43:29,30.41,21.54,6.02,
10160,05/03/2022 16:48:29,30.55,21.00,5.77,
10161,05/03/2022 16:53:29,30.63,21.08,5.88,
10162,05/03/2022 16:58:29,30.70,22.08,6.62,
10163,05/03/2022 17:03:29,30.76,21.54,6.30,
10164,05/03/2022 17:08:29,30.68,21.40,6.14,
10165,05/03/2022 17:13:29,30.69,20.73,5.69,
10166,05/03/2022 17:18:29,30.57,23.31,7.30,
10167,05/03/2022 17:23:29,30.67,21.91,6.47,
10168,05/03/2022 17:28:29,30.80,22.22,6.78,
10169,05/03/2022 17:33:29,30.52,21.32,5.95,
10170,05/03/2022 17:38:29,30.41,23.44,7.24,
10171,05/03/2022 17:43:29,30.51,22.33,6.62,
10172,05/03/2022 17:48:29,30.54,22.69,6.88,
10173,05/03/2022 17:53:29,30.11,22.48,6.39,
10174,05/03/2022 17:58:29,30.00,23.61,7.00,
10175,05/03/2022 18:03:29,29.87,23.28,6.69,
10176,05/03/2022 18:08:29,29.49,23.69,6.63,
10177,05/03/2022 18:13:29,29.47,23.91,6.74,
10178,05/03/2022 18:18:29,29.57,23.66,6.67,
10179,05/03/2022 18:23:29,29.29,24.78,7.11,
10180,05/03/2022 18:28:29,29.12,24.59,6.86,
10181,05/03/2022 18:33:29,28.89,23.90,6.25,
10182,05/03/2022 18:38:29,28.74,24.67,6.58,
10183,05/03/2022 18:43:29,28.45,24.95,6.51,
10184,05/03/2022 18:48:29,28.28,25.95,6.93,
10185,05/03/2022 18:53:29,27.97,24.98,6.12,
10186,05/03/2022 18:58:29,27.71,26.49,6.75,
10187,05/03/2022 19:03:29,27.39,28.41,7.50,
10188,05/03/2022 19:08:29,27.06,29.64,7.84,
10189,05/03/2022 19:13:29,26.67,31.05,8.18,
10190,05/03/2022 19:18:29,26.11,32.14,8.21,
10191,05/03/2022 19:23:29,25.59,33.61,8.41,
10192,05/03/2022 19:28:29,24.78,35.04,8.32,
10193,05/03/2022 19:33:29,23.52,38.13,8.45,
10194,05/03/2022 19:38:29,21.66,40.19,7.57,
10195,05/03/2022 19:43:29,19.82,41.76,6.47,
10196,05/03/2022 19:48:29,17.97,42.75,5.14,
10197,05/03/2022 19:53:29,16.33,46.09,4.73,
10198,05/03/2022 19:58:29,15.02,48.75,4.34,
10199,05/03/2022 20:03:29,13.84,51.52,4.04,
10200,05/03/2022 20:08:29,12.88,53.68,3.73,
10201,05/03/2022 20:13:29,12.12,55.06,3.37,
10202,05/03/2022 20:18:29,11.42,57.70,3.39,
10203,05/03/2022 20:23:29,10.78,60.93,3.55,
10204,05/03/2022 20:28:29,10.22,62.65,3.42,
10205,05/03/2022 20:33:29,9.99,64.28,3.57,
10206,05/03/2022 20:38:29,9.56,62.75,2.82,
10207,05/03/2022 20:43:29,9.22,64.89,2.97,
10208,05/03/2022 20:48:29,8.89,69.81,3.69,
10209,05/03/2022 20:53:29,8.73,68.12,3.18,
10210,05/03/2022 20:58:29,8.41,69.45,3.15,
10211,05/03/2022 21:03:29,8.43,76.74,4.59,
10212,05/03/2022 21:08:29,8.91,76.58,5.03,
10213,05/03/2022 21:13:29,8.85,73.49,4.38,
10214,05/03/2022 21:18:29,8.55,73.52,4.09,
10215,05/03/2022 21:23:29,8.35,76.57,4.48,
10216,05/03/2022 21:28:29,8.33,73.14,3.81,
10217,05/03/2022 21:33:29,7.93,73.32,3.46,
10218,05/03/2022 21:38:29,7.76,75.08,3.63,
10219,05/03/2022 21:43:29,7.49,74.11,3.19,
10220,05/03/2022 21:48:29,7.19,72.82,2.65,
10221,05/03/2022 21:53:29,6.94,75.60,2.93,
10222,05/03/2022 21:58:29,6.75,70.36,1.75,
10223,05/03/2022 22:03:29,6.57,74.44,2.36,
10224,05/03/2022 22:08:29,6.36,72.57,1.80,
10225,05/03/2022 22:13:29,6.28,75.23,2.23,
10226,05/03/2022 22:18:29,6.20,78.46,2.74,
10227,05/03/2022 22:23:29,6.19,82.38,3.41,
10228,05/03/2022 22:28:29,6.30,82.95,3.63,
10229,05/03/2022 22:33:29,6.24,83.60,3.67,
10230,05/03/2022 22:38:29,6.21,82.54,3.46,
10231,05/03/2022 22:43:29,6.15,83.04,3.50,
10232,05/03/2022 22:48:29,6.07,83.84,3.55,
10233,05/03/2022 22:53:29,6.16,85.88,3.98,
10234,05/03/2022 22:58:29,6.08,85.59,3.85,
10235,05/03/2022 23:03:29,5.97,83.64,3.42,
10236,05/03/2022 23:08:29,5.84,84.53,3.44,
10237,05/03/2022 23:13:29,5.87,84.57,3.48,
10238,05/03/2022 23:18:29,5.77,84.09,3.30,
10239,05/03/2022 23:23:29,5.68,85.16,3.39,
10240,05/03/2022 23:28:29,5.57,82.23,2.79,
10241,05/03/2022 23:33:29,5.39,81.21,2.44,
10242,05/03/2022 23:38:29,5.21,80.89,2.20,
10243,05/03/2022 23:43:29,5.09,82.70,2.40,
10244,05/03/2022 23:48:29,5.02,83.55,2.47,
10245,05/03/2022 23:53:29,5.02,84.99,2.71,
10246,05/03/2022 23:58:29,4.96,85.22,2.69,
10247,05/04/2022 00:03:29,5.11,86.82,3.10,
10248,05/04/2022 00:08:29,5.64,88.07,3.82,
10249,05/04/2022 00:13:29,6.38,86.97,4.37,
10250,05/04/2022 00:18:29,6.49,83.61,3.92,
10251,05/04/2022 00:23:29,6.56,82.09,3.73,
10252,05/04/2022 00:28:29,6.73,79.99,3.53,
10253,05/04/2022 00:33:29,6.42,79.38,3.12,
10254,05/04/2022 00:38:29,6.30,81.16,3.32,
10255,05/04/2022 00:43:29,6.26,83.57,3.69,
10256,05/04/2022 00:48:29,5.97,82.88,3.29,
10257,05/04/2022 00:53:29,5.89,83.58,3.32,
10258,05/04/2022 00:58:29,5.82,83.35,3.22,
10259,05/04/2022 01:03:29,5.67,82.21,2.88,
10260,05/04/2022 01:08:29,5.89,84.20,3.43,
10261,05/04/2022 01:13:29,7.01,80.37,3.87,
10262,05/04/2022 01:18:29,7.07,78.98,3.67,
10263,05/04/2022 01:23:29,6.63,78.58,3.17,
10264,05/04/2022 01:28:29,6.24,79.02,2.88,
10265,05/04/2022 01:33:29,6.74,78.18,3.22,
10266,05/04/2022 01:38:29,6.60,78.68,3.17,
10267,05/04/2022 01:43:29,6.50,83.41,3.90,
10268,05/04/2022 01:48:29,6.69,83.79,4.15,
10269,05/04/2022 01:53:29,6.86,83.76,4.31,
10270,05/04/2022 01:58:29,6.89,82.69,4.16,
10271,05/04/2022 02:03:29,6.61,81.43,3.67,
10272,05/04/2022 02:08:29,6.38,81.69,3.48,
10273,05/04/2022 02:13:29,6.00,79.79,2.78,
10274,05/04/2022 02:18:29,5.77,80.16,2.62,
10275,05/04/2022 02:23:29,5.68,81.47,2.76,
10276,05/04/2022 02:28:29,5.65,80.22,2.52,
10277,05/04/2022 02:33:29,5.41,79.23,2.11,
10278,05/04/2022 02:38:29,5.19,80.48,2.11,
10279,05/04/2022 02:43:29,5.02,81.71,2.15,
10280,05/04/2022 02:48:29,4.77,81.94,1.95,
10281,05/04/2022 02:53:29,4.87,84.35,2.45,
10282,05/04/2022 02:58:29,5.32,84.45,2.91,
10283,05/04/2022 03:03:29,6.26,81.65,3.36,
10284,05/04/2022 03:08:29,6.98,79.15,3.62,
10285,05/04/2022 03:13:29,7.71,76.16,3.78,
10286,05/04/2022 03:18:29,8.19,73.33,3.71,
10287,05/04/2022 03:23:29,8.41,71.71,3.60,
10288,05/04/2022 03:28:29,8.91,70.60,3.87,
10289,05/04/2022 03:33:29,9.41,68.86,4.00,
10290,05/04/2022 03:38:29,9.44,68.05,3.85,
10291,05/04/2022 03:43:29,9.84,67.33,4.09,
10292,05/04/2022 03:48:29,10.55,65.09,4.28,
10293,05/04/2022 03:53:29,11.29,62.09,4.31,
10294,05/04/2022 03:58:29,11.79,60.13,4.33,
10295,05/04/2022 04:03:29,11.96,58.70,4.13,
10296,05/04/2022 04:08:29,12.20,57.70,4.12,
10297,05/04/2022 04:13:29,12.37,57.03,4.12,
10298,05/04/2022 04:18:29,12.53,55.84,3.97,
10299,05/04/2022 04:23:29,12.69,55.16,3.93,
10300,05/04/2022 04:28:29,12.61,55.06,3.84,
10301,05/04/2022 04:33:29,12.29,55.15,3.56,
10302,05/04/2022 04:38:29,11.90,56.18,3.46,
10303,05/04/2022 04:43:29,11.52,56.49,3.18,
10304,05/04/2022 04:48:29,11.27,57.28,3.14,
10305,05/04/2022 04:53:29,10.96,58.13,3.06,
10306,05/04/2022 04:58:29,10.38,59.60,2.87,
10307,05/04/2022 05:03:29,9.59,62.12,2.70,
10308,05/04/2022 05:08:29,9.63,62.81,2.90,
10309,05/04/2022 05:13:29,9.86,62.23,2.99,
10310,05/04/2022 05:18:29,9.65,62.53,2.85,
10311,05/04/2022 05:23:29,8.75,64.55,2.45,
10312,05/04/2022 05:28:29,7.71,65.89,1.74,
10313,05/04/2022 05:33:29,6.83,67.74,1.29,
10314,05/04/2022 05:38:29,6.35,69.89,1.26,
10315,05/04/2022 05:43:29,5.80,71.12,0.98,
10316,05/04/2022 05:48:29,5.25,73.88,0.98,
10317,05/04/2022 05:53:29,5.25,83.86,2.75,
10318,05/04/2022 05:58:29,5.30,81.94,2.47,
10319,05/04/2022 06:03:29,5.16,81.72,2.29,
10320,05/04/2022 06:08:29,6.04,82.75,3.33,
10321,05/04/2022 06:13:29,6.85,79.66,3.59,
10322,05/04/2022 06:18:29,7.10,77.87,3.51,
10323,05/04/2022 06:23:29,7.26,76.36,3.39,
10324,05/04/2022 06:28:29,7.23,75.53,3.20,
10325,05/04/2022 06:33:29,7.31,75.00,3.18,
10326,05/04/2022 06:38:29,7.84,75.26,3.74,
10327,05/04/2022 06:43:29,8.63,74.40,4.35,
10328,05/04/2022 06:48:29,9.54,74.46,5.24,
10329,05/04/2022 06:53:29,10.54,72.22,5.76,
10330,05/04/2022 06:58:29,11.67,71.62,6.72,
10331,05/04/2022 07:03:29,12.88,68.83,7.31,
10332,05/04/2022 07:08:29,14.01,65.88,7.75,
10333,05/04/2022 07:13:29,15.28,59.58,7.47,
10334,05/04/2022 07:18:29,16.36,56.01,7.59,
10335,05/04/2022 07:23:29,17.11,56.74,8.48,
10336,05/04/2022 07:28:29,17.94,53.96,8.50,
10337,05/04/2022 07:33:29,18.76,47.50,7.38,
10338,05/04/2022 07:38:29,19.39,51.61,9.18,
10339,05/04/2022 07:43:29,19.90,45.15,7.68,
10340,05/04/2022 07:48:29,20.40,41.88,7.03,
10341,05/04/2022 07:53:29,20.89,42.24,7.60,
10342,05/04/2022 07:58:29,21.23,42.73,8.08,
10343,05/04/2022 08:03:29,21.72,43.95,8.93,
10344,05/04/2022 08:08:29,21.87,42.99,8.74,
10345,05/04/2022 08:13:29,22.44,42.46,9.08,
10346,05/04/2022 08:18:29,22.88,39.97,8.58,
10347,05/04/2022 08:23:29,23.35,38.57,8.46,
10348,05/04/2022 08:28:29,23.88,39.33,9.23,
10349,05/04/2022 08:33:29,24.31,37.23,8.80,
10350,05/04/2022 08:38:29,24.77,35.26,8.40,
10351,05/04/2022 08:43:29,24.61,35.03,8.16,
10352,05/04/2022 08:48:29,24.88,36.32,8.94,
10353,05/04/2022 08:53:29,24.99,34.98,8.47,
10354,05/04/2022 08:58:29,25.13,33.82,8.10,
10355,05/04/2022 09:03:29,25.16,34.75,8.53,
10356,05/04/2022 09:08:29,25.30,35.01,8.76,
10357,05/04/2022 09:13:29,25.51,34.04,8.53,
10358,05/04/2022 09:18:29,25.63,34.69,8.91,
10359,05/04/2022 09:23:29,25.63,33.52,8.41,
10360,05/04/2022 09:28:29,25.58,34.72,8.88,
10361,05/04/2022 09:33:29,26.01,36.77,10.11,
10362,05/04/2022 09:38:29,26.27,33.88,9.13,
10363,05/04/2022 09:43:29,26.69,33.53,9.34,
10364,05/04/2022 09:48:29,27.02,33.07,9.43,
10365,05/04/2022 09:53:29,27.16,34.13,10.02,
10366,05/04/2022 09:58:29,27.36,32.43,9.43,
10367,05/04/2022 10:03:29,27.67,32.39,9.68,
10368,05/04/2022 10:08:29,28.00,30.20,8.92,
10369,05/04/2022 10:13:29,28.10,31.37,9.57,
10370,05/04/2022 10:18:29,28.23,30.55,9.29,
10371,05/04/2022 10:23:29,28.43,30.34,9.36,
10372,05/04/2022 10:28:29,28.65,31.33,10.04,
10373,05/04/2022 10:33:29,29.20,32.83,11.21,
10374,05/04/2022 10:38:29,29.06,31.92,10.67,
10375,05/04/2022 10:43:29,29.43,30.94,10.52,
10376,05/04/2022 10:48:29,29.59,30.45,10.42,
10377,05/04/2022 10:53:29,29.95,29.89,10.45,
10378,05/04/2022 10:58:29,30.31,27.70,9.62,
10379,05/04/2022 11:03:29,30.53,28.63,10.30,
10380,05/04/2022 11:08:29,30.71,26.83,9.49,
10381,05/04/2022 11:13:29,30.85,27.73,10.10,
10382,05/04/2022 11:18:29,30.83,26.53,9.42,
10383,05/04/2022 11:23:29,30.93,26.83,9.67,
10384,05/04/2022 11:28:29,31.23,27.60,10.35,
10385,05/04/2022 11:33:29,31.51,25.49,9.40,
10386,05/04/2022 11:38:29,31.83,24.49,9.08,
10387,05/04/2022 11:43:29,31.83,25.68,9.78,
10388,05/04/2022 11:48:29,32.15,25.28,9.82,
10389,05/04/2022 11:53:29,32.35,24.19,9.34,
10390,05/04/2022 11:58:29,32.33,23.75,9.04,
10391,05/04/2022 12:03:29,32.67,23.46,9.14,
10392,05/04/2022 12:08:29,33.13,23.54,9.57,
10393,05/04/2022 12:13:29,33.11,25.88,10.97,
10394,05/04/2022 12:18:29,33.21,24.29,10.11,
10395,05/04/2022 12:23:29,33.49,22.64,9.30,
10396,05/04/2022 12:28:29,33.56,23.67,10.01,
10397,05/04/2022 12:33:29,33.49,23.49,9.85,
10398,05/04/2022 12:38:29,33.61,24.21,10.40,
10399,05/04/2022 12:43:29,33.86,22.52,9.52,
10400,05/04/2022 12:48:29,33.97,22.68,9.72,
10401,05/04/2022 12:53:29,34.19,22.59,9.84,
10402,05/04/2022 12:58:29,34.12,22.70,9.86,
10403,05/04/2022 13:03:29,34.10,23.01,10.05,
10404,05/04/2022 13:08:29,34.49,22.81,10.24,
10405,05/04/2022 13:13:29,34.49,22.32,9.91,
10406,05/04/2022 13:18:29,34.54,21.82,9.62,
10407,05/04/2022 13:23:29,34.86,21.91,9.94,
10408,05/04/2022 13:28:29,35.26,22.01,10.34,
10409,05/04/2022 13:33:29,35.43,24.32,11.99,
10410,05/04/2022 13:38:29,35.56,22.41,10.86,
10411,05/04/2022 13:43:29,35.78,22.94,11.39,
10412,05/04/2022 13:48:29,35.72,23.68,11.83,
10413,05/04/2022 13:53:29,35.97,21.86,10.82,
10414,05/04/2022 13:58:29,36.27,22.09,11.23,
10415,05/04/2022 14:03:29,36.44,21.49,10.96,
10416,05/04/2022 14:08:29,36.22,21.73,10.94,
10417,05/04/2022 14:13:29,36.21,22.45,11.42,
10418,05/04/2022 14:18:29,36.03,23.15,11.75,
10419,05/04/2022 14:23:29,35.97,20.54,9.89,
10420,05/04/2022 14:28:29,36.28,22.75,11.68,
10421,05/04/2022 14:33:29,36.33,22.58,11.61,
10422,05/04/2022 14:38:29,36.41,22.63,11.71,
10423,05/04/2022 14:43:29,36.40,22.89,11.88,
10424,05/04/2022 14:48:29,36.33,24.39,12.79,
10425,05/04/2022 14:53:29,36.53,23.75,12.54,
10426,05/04/2022 14:58:29,36.56,22.49,11.74,
10427,05/04/2022 15:03:29,36.41,23.32,12.17,
10428,05/04/2022 15:08:29,36.37,23.44,12.21,
10429,05/04/2022 15:13:29,36.18,23.73,12.24,
10430,05/04/2022 15:18:29,36.23,23.71,12.27,
10431,05/04/2022 15:23:29,36.21,23.26,11.96,
10432,05/04/2022 15:28:29,36.33,25.03,13.18,
10433,05/04/2022 15:33:29,36.30,23.52,12.21,
10434,05/04/2022 15:38:29,36.46,23.73,12.47,
10435,05/04/2022 15:43:29,36.41,24.95,13.20,
10436,05/04/2022 15:48:29,36.28,24.86,13.03,
10437,05/04/2022 15:53:29,36.33,22.88,11.82,
10438,05/04/2022 15:58:29,36.10,24.43,12.61,
10439,05/04/2022 16:03:29,35.98,25.41,13.12,
10440,05/04/2022 16:08:29,36.26,25.15,13.19,
10441,05/04/2022 16:13:29,36.19,24.26,12.59,
10442,05/04/2022 16:18:29,36.23,25.05,13.11,
10443,05/04/2022 16:23:29,36.22,24.98,13.06,
10444,05/04/2022 16:28:29,36.18,25.54,13.37,
10445,05/04/2022 16:33:29,36.11,24.07,12.40,
10446,05/04/2022 16:38:29,35.70,23.59,11.75,
10447,05/04/2022 16:43:29,35.65,25.39,12.83,
10448,05/04/2022 16:48:29,35.71,24.33,12.23,
10449,05/04/2022 16:53:29,35.54,27.10,13.74,
10450,05/04/2022 16:58:29,35.86,26.11,13.44,
10451,05/04/2022 17:03:29,36.18,26.46,13.91,
10452,05/04/2022 17:08:29,36.28,26.07,13.76,
10453,05/04/2022 17:13:29,36.11,26.06,13.61,
10454,05/04/2022 17:18:29,35.92,26.88,13.93,
10455,05/04/2022 17:23:29,36.06,25.24,13.08,
10456,05/04/2022 17:28:29,36.12,26.52,13.90,
10457,05/04/2022 17:33:29,35.80,24.87,12.64,
10458,05/04/2022 17:38:29,35.62,24.28,12.12,
10459,05/04/2022 17:43:29,35.33,24.30,11.89,
10460,05/04/2022 17:48:29,35.13,25.39,12.40,
10461,05/04/2022 17:53:29,34.94,25.38,12.23,
10462,05/04/2022 17:58:29,34.84,25.58,12.26,
10463,05/04/2022 18:03:29,34.65,25.31,11.94,
10464,05/04/2022 18:08:29,34.38,25.80,12.01,
10465,05/04/2022 18:13:29,34.32,25.70,11.89,
10466,05/04/2022 18:18:29,33.92,26.42,11.98,
10467,05/04/2022 18:23:29,33.85,26.63,12.03,
10468,05/04/2022 18:28:29,33.64,25.43,11.16,
10469,05/04/2022 18:33:29,33.36,24.92,10.62,
10470,05/04/2022 18:38:29,33.07,26.69,11.41,
10471,05/04/2022 18:43:29,32.98,26.36,11.15,
10472,05/04/2022 18:48:29,32.74,26.25,10.88,
10473,05/04/2022 18:53:29,32.50,28.63,11.99,
10474,05/04/2022 18:58:29,32.20,27.84,11.31,
10475,05/04/2022 19:03:29,31.78,28.05,11.06,
10476,05/04/2022 19:08:29,31.34,28.23,10.78,
10477,05/04/2022 19:13:29,30.83,30.16,11.35,
10478,05/04/2022 19:18:29,30.24,29.98,10.75,
10479,05/04/2022 19:23:29,29.59,31.19,10.78,
10480,05/04/2022 19:28:29,28.64,32.60,10.62,
10481,05/04/2022 19:33:29,27.74,32.34,9.72,
10482,05/04/2022 19:38:29,26.62,33.97,9.47,
10483,05/04/2022 19:43:29,25.34,35.73,9.10,
10484,05/04/2022 19:48:29,23.90,38.88,9.08,
10485,05/04/2022 19:53:29,21.99,40.87,8.11,
10486,05/04/2022 19:58:29,20.55,44.19,7.95,
10487,05/04/2022 20:03:29,19.07,45.96,7.18,
10488,05/04/2022 20:08:29,17.72,48.88,6.85,
10489,05/04/2022 20:13:29,16.63,50.58,6.35,
10490,05/04/2022 20:18:29,16.02,52.54,6.33,
10491,05/04/2022 20:23:29,15.49,54.29,6.32,
10492,05/04/2022 20:28:29,15.13,55.91,6.41,
10493,05/04/2022 20:33:29,14.52,57.36,6.21,
10494,05/04/2022 20:38:29,13.89,59.01,6.03,
10495,05/04/2022 20:43:29,13.26,60.41,5.78,
10496,05/04/2022 20:48:29,12.81,61.99,5.73,
10497,05/04/2022 20:53:29,12.53,61.66,5.38,
10498,05/04/2022 20:58:29,12.12,63.40,5.39,
10499,05/04/2022 21:03:29,11.64,64.35,5.16,
10500,05/04/2022 21:08:29,11.07,66.60,5.10,
10501,05/04/2022 21:13:29,10.80,71.47,5.86,
10502,05/04/2022 21:18:29,10.77,70.98,5.73,
10503,05/04/2022 21:23:29,10.63,72.06,5.81,
10504,05/04/2022 21:28:29,10.59,72.92,5.95,
10505,05/04/2022 21:33:29,10.58,71.74,5.71,
10506,05/04/2022 21:38:29,10.40,73.79,5.94,
10507,05/04/2022 21:43:29,10.66,74.70,6.36,
10508,05/04/2022 21:48:29,11.61,72.80,6.91,
10509,05/04/2022 21:53:29,12.18,69.48,6.78,
10510,05/04/2022 21:58:29,12.11,68.11,6.41,
10511,05/04/2022 22:03:29,11.53,68.51,5.95,
10512,05/04/2022 22:08:29,10.89,71.51,5.96,
10513,05/04/2022 22:13:29,10.86,73.15,6.26,
10514,05/04/2022 22:18:29,10.75,73.40,6.20,
10515,05/04/2022 22:23:29,10.56,72.57,5.85,
10516,05/04/2022 22:28:29,10.23,73.18,5.65,
10517,05/04/2022 22:33:29,9.99,75.23,5.82,
10518,05/04/2022 22:38:29,9.99,76.71,6.10,
10519,05/04/2022 22:43:29,9.89,76.75,6.01,
10520,05/04/2022 22:48:29,9.81,77.55,6.08,
10521,05/04/2022 22:53:29,9.97,78.57,6.43,
10522,05/04/2022 22:58:29,10.07,78.19,6.45,
10523,05/04/2022 23:03:29,10.07,79.31,6.66,
10524,05/04/2022 23:08:29,10.19,80.08,6.92,
10525,05/04/2022 23:13:29,10.20,79.97,6.91,
10526,05/04/2022 23:18:29,10.28,80.64,7.11,
10527,05/04/2022 23:23:29,10.55,80.30,7.31,
10528,05/04/2022 23:28:29,10.78,79.64,7.41,
10529,05/04/2022 23:33:29,10.84,79.02,7.36,
10530,05/04/2022 23:38:29,10.88,78.45,7.29,
10531,05/04/2022 23:43:29,10.82,78.10,7.17,
10532,05/04/2022 23:48:29,10.67,78.12,7.02,
10533,05/04/2022 23:53:29,10.68,78.42,7.09,
10534,05/04/2022 23:58:29,10.82,77.99,7.15,
10535,05/05/2022 00:03:29,10.97,77.21,7.14,
10536,05/05/2022 00:08:29,11.03,77.35,7.23,
10537,05/05/2022 00:13:29,11.18,76.56,7.23,
10538,05/05/2022 00:18:29,11.29,76.94,7.41,
10539,05/05/2022 00:23:29,11.31,77.28,7.49,
10540,05/05/2022 00:28:29,11.38,77.83,7.66,
10541,05/05/2022 00:33:29,11.28,78.28,7.65,
10542,05/05/2022 00:38:29,11.24,78.69,7.68,
10543,05/05/2022 00:43:29,11.15,79.38,7.73,
10544,05/05/2022 00:48:29,11.04,80.32,7.80,
10545,05/05/2022 00:53:29,10.89,80.81,7.74,
10546,05/05/2022 00:58:29,10.89,81.25,7.82,
10547,05/05/2022 01:03:29,10.85,81.20,7.77,
10548,05/05/2022 01:08:29,10.77,81.58,7.75,
10549,05/05/2022 01:13:29,10.74,81.77,7.77,
10550,05/05/2022 01:18:29,10.73,82.01,7.80,
10551,05/05/2022 01:23:29,10.72,82.07,7.80,
10552,05/05/2022 01:28:29,10.77,81.84,7.80,
10553,05/05/2022 01:33:29,10.82,81.77,7.84,
10554,05/05/2022 01:38:29,10.93,81.63,7.92,
10555,05/05/2022 01:43:29,10.88,81.59,7.87,
10556,05/05/2022 01:48:29,11.01,81.50,7.98,
10557,05/05/2022 01:53:29,11.05,81.06,7.94,
10558,05/05/2022 01:58:29,11.02,81.37,7.97,
10559,05/05/2022 02:03:29,11.04,81.11,7.94,
10560,05/05/2022 02:08:29,10.99,81.33,7.93,
10561,05/05/2022 02:13:29,10.86,81.35,7.81,
10562,05/05/2022 02:18:29,10.72,81.42,7.68,
10563,05/05/2022 02:23:29,10.62,81.33,7.56,
10564,05/05/2022 02:28:29,10.55,82.09,7.63,
10565,05/05/2022 02:33:29,10.54,81.85,7.58,
10566,05/05/2022 02:38:29,10.51,81.49,7.49,
10567,05/05/2022 02:43:29,10.33,81.85,7.37,
10568,05/05/2022 02:48:29,10.28,82.28,7.41,
10569,05/05/2022 02:53:29,10.19,82.28,7.31,
10570,05/05/2022 02:58:29,10.14,82.46,7.30,
10571,05/05/2022 03:03:29,10.06,81.95,7.13,
10572,05/05/2022 03:08:29,10.08,82.56,7.26,
10573,05/05/2022 03:13:29,10.15,82.12,7.25,
10574,05/05/2022 03:18:29,10.15,81.43,7.13,
10575,05/05/2022 03:23:29,9.94,81.45,6.92,
10576,05/05/2022 03:28:29,9.89,82.52,7.06,
10577,05/05/2022 03:33:29,9.95,82.46,7.11,
10578,05/05/2022 03:38:29,10.07,82.61,7.25,
10579,05/05/2022 03:43:29,10.13,82.36,7.27,
10580,05/05/2022 03:48:29,10.11,82.75,7.32,
10581,05/05/2022 03:53:29,10.14,82.73,7.35,
10582,05/05/2022 03:58:29,10.12,83.19,7.41,
10583,05/05/2022 04:03:29,10.08,82.82,7.30,
10584,05/05/2022 04:08:29,10.18,82.91,7.41,
10585,05/05/2022 04:13:29,10.20,82.78,7.41,
10586,05/05/2022 04:18:29,10.18,82.70,7.37,
10587,05/05/2022 04:23:29,10.26,82.48,7.42,
10588,05/05/2022 04:28:29,10.26,82.41,7.41,
10589,05/05/2022 04:33:29,10.31,82.32,7.45,
10590,05/05/2022 04:38:29,10.34,82.08,7.42,
10591,05/05/2022 04:43:29,10.36,82.04,7.44,
10592,05/05/2022 04:48:29,10.41,82.07,7.49,
10593,05/05/2022 04:53:29,10.51,81.89,7.56,
10594,05/05/2022 04:58:29,10.57,81.88,7.62,
10595,05/05/2022 05:03:29,10.66,81.59,7.65,
10596,05/05/2022 05:08:29,10.85,80.97,7.73,
10597,05/05/2022 05:13:29,10.99,80.09,7.70,
10598,05/05/2022 05:18:29,11.12,79.48,7.72,
10599,05/05/2022 05:23:29,11.20,78.85,7.68,
10600,05/05/2022 05:28:29,11.31,78.41,7.70,
10601,05/05/2022 05:33:29,11.34,78.26,7.71,
10602,05/05/2022 05:38:29,11.33,78.58,7.76,
10603,05/05/2022 05:43:29,11.24,78.67,7.68,
10604,05/05/2022 05:48:29,11.18,78.87,7.67,
10605,05/05/2022 05:53:29,11.05,79.32,7.62,
10606,05/05/2022 05:58:29,11.08,79.71,7.72,
10607,05/05/2022 06:03:29,11.09,79.52,7.69,
10608,05/05/2022 06:08:29,11.01,79.97,7.70,
10609,05/05/2022 06:13:29,10.97,79.65,7.60,
10610,05/05/2022 06:18:29,10.98,80.17,7.71,
10611,05/05/2022 06:23:29,11.00,80.23,7.74,
10612,05/05/2022 06:28:29,11.13,80.34,7.88,
10613,05/05/2022 06:33:29,11.24,79.70,7.87,
10614,05/05/2022 06:38:29,11.37,78.91,7.85,
10615,05/05/2022 06:43:29,11.47,78.79,7.93,
10616,05/05/2022 06:48:29,11.58,78.55,7.99,
10617,05/05/2022 06:53:29,11.69,78.23,8.04,
10618,05/05/2022 06:58:29,11.85,77.68,8.09,
10619,05/05/2022 07:03:29,12.13,77.26,8.28,
10620,05/05/2022 07:08:29,12.72,76.62,8.73,
10621,05/05/2022 07:13:29,13.88,72.46,9.02,
10622,05/05/2022 07:18:29,14.79,70.05,9.39,
10623,05/05/2022 07:23:29,15.06,67.00,8.99,
